Number,Artist,Genres,Date,Venue,City,State,Capacity,Number of Songs
413,Kacey Musgraves,"country, pop",16-11-2024,Barclays Center,Brooklyn,NY,"19,000",21
414,Kacey Musgraves,"country, pop",15-11-2024,Barclays Center,Brooklyn,NY,"19,000",21
415,Kacey Musgraves,"country, pop",13-11-2024,Value City Arena,Columbus,OH,"20,000",22
416,Kacey Musgraves,"country, pop",12-11-2024,KFC Yum! Center,Louisville,KY,"22,090",22
417,Kacey Musgraves,"country, pop",10-11-2024,PPG Paints Arena,Pittsburgh,PA,"1,400",24
418,Kacey Musgraves,"country, pop",09-11-2024,CFG Bank Arena,Baltimore,MD,"14,000",24
419,Kacey Musgraves,"country, pop",04-10-2024,Kia Forum,Inglewood,CA,"17,505",22
420,Kacey Musgraves,"country, pop",03-10-2024,Kia Forum,Inglewood,CA,"17,505",21
421,Kacey Musgraves,"country, pop",02-10-2024,Grammy Museum,Los Angeles,CA,null,10
422,Kacey Musgraves,"country, pop",01-10-2024,Pechanga Arena,San Diego,CA,"12,414",21
423,Kacey Musgraves,"country, pop",28-09-2024,T-Mobile Arena,Paradise,NV,"20,000",21
424,Kacey Musgraves,"country, pop",27-09-2024,Desert Diamond Arena,Glendale,AZ,"19,000",20
425,Kacey Musgraves,"country, pop",25-09-2024,Santa Barbara Bowl,Santa Barbara,CA,"4,562",22
426,Kacey Musgraves,"country, pop",24-09-2024,Chase Center,San Francisco,CA,"1,407",21
427,Kacey Musgraves,"country, pop",23-09-2024,Golden 1 Center,Sacramento,CA,359,20
428,Kacey Musgraves,"country, pop",20-09-2024,Climate Pledge Arena,Seattle,WA,"47,116",21
429,Kacey Musgraves,"country, pop",15-09-2024,Fiddler's Green Amphitheatre,Greenwood Village,CO,"18,000",22
430,Kacey Musgraves,"country, pop",12-09-2024,Allstate Arena,Rosemont,IL,"18,500",20
431,Kacey Musgraves,"country, pop",11-09-2024,Van Andel Arena,Grand Rapids,MI,"12,860",20
432,Kacey Musgraves,"country, pop",09-09-2024,Prudential Center,Newark,NJ,"19,500",20
433,Kacey Musgraves,"country, pop",07-09-2024,TD Garden,Boston,MA,"19,580",20
434,Kacey Musgraves,"country, pop",06-09-2024,TD Garden,Boston,MA,"19,580",20
435,Kacey Musgraves,"country, pop",04-09-2024,Bryce Jordan Center,University Park,PA,"1,460",20
436,Kacey Musgraves,"country, pop",21-07-2024,Deschutes County Fairgrounds and Expo Center,Redmond,OR,null,19
437,Kacey Musgraves,"country, pop",29-06-2024,Robert's Western World,Nashville,TN,null,10
438,Kacey Musgraves,"country, pop",07-06-2024,Bud Walton Arena,Fayetteville,AR,"19,368",10
439,Kacey Musgraves,"country, pop",03-06-2024,ACL Live at The Moody Theater,Austin,TX,null,24
440,Kacey Musgraves,"country, pop",08-05-2024,Electric Lady Studios,New York,NY,null,14
441,Kacey Musgraves,"country, pop",15-03-2024,Today Show,New York,NY,null,10
442,Kacey Musgraves,"country, pop",15-03-2024,Ryman Auditorium,Nashville,TN,"2,072",16
443,Kacey Musgraves,"country, pop",14-03-2024,Webster Hall,New York City,NY,"1,500",10
444,Kacey Musgraves,"country, pop",14-03-2024,The Tonight Show Starring Jimmy Fallon,New York,NY,null,10
445,Kacey Musgraves,"country, pop",02-03-2024,Saturday Night Live,New York,NY,null,10
446,Kacey Musgraves,"country, pop",02-03-2024,Saturday Night Live,New York,NY,null,10
447,Kacey Musgraves,"country, pop",27-01-2024,Minetta Lane Theatre,New York,NY,null,10
448,Kygo,"edm, other, pop",17-10-2024,Hollywood Bowl,Los Angeles,CA,"10,258",34
449,Kygo,"edm, other, pop",09-10-2024,Climate Pledge Arena,Seattle,WA,"47,116",41
450,Kygo,"edm, other, pop",04-10-2024,Chase Center,San Francisco,CA,"1,407",10
451,Kygo,"edm, other, pop",28-09-2024,Germania Insurance Amphitheater,Austin,TX,"1,270",14
452,Kygo,"edm, other, pop",25-09-2024,Huntington Bank Pavilion at Northerly Island,Chicago,IL,null,10
453,Kygo,"edm, other, pop",18-09-2024,Oracle Park,San Francisco,CA,"18,064",10
454,Kygo,"edm, other, pop",17-09-2024,TD Garden,Boston,MA,"19,580",10
455,Kygo,"edm, other, pop",14-09-2024,Barclays Center,Brooklyn,NY,"19,000",24
456,Kygo,"edm, other, pop",13-09-2024,Barclays Center,Brooklyn,NY,"19,000",10
457,Kygo,"edm, other, pop",12-09-2024,Merriweather Post Pavilion,Columbia,MD,"19,319",30
458,Kygo,"edm, other, pop",07-09-2024,Dick's Sporting Goods Park,Commerce City,CO,"27,000",34
459,Kygo,"edm, other, pop",22-06-2024,Shinnecock Reservation,Southampton,NY,null,10
460,Kygo,"edm, other, pop",11-05-2024,XS Nightclub,Las Vegas,NV,null,10
461,Kygo,"edm, other, pop",10-05-2024,Turtle Bay Resort,Kahuku,HI,null,10
462,Kygo,"edm, other, pop",03-05-2024,XS Nightclub,Las Vegas,NV,null,10
463,Kygo,"edm, other, pop",27-04-2024,XS Nightclub,Las Vegas,NV,null,10
464,Kygo,"edm, other, pop",24-02-2024,Rio Grande Park,Aspen,CO,null,10
465,Kygo,"edm, other, pop",10-02-2024,XS Nightclub,Las Vegas,NV,null,10
466,Kygo,"edm, other, pop",10-02-2024,TPC Birds Nest,Scottsdale,AZ,null,10
467,Weezer,"other, pop, rock",05-12-2024,Las Vegas Festival Grounds,Winchester,NV,"85,000",19
468,Weezer,"other, pop, rock",16-11-2024,Chase Field,Phoenix,AZ,"49,033",19
469,Weezer,"other, pop, rock",12-10-2024,Acrisure Arena,Palm Desert,CA,"1,608",25
470,Weezer,"other, pop, rock",11-10-2024,Intuit Dome,Inglewood,CA,"18,000",25
471,Weezer,"other, pop, rock",09-10-2024,Chase Center,San Francisco,CA,"1,407",25
472,Weezer,"other, pop, rock",08-10-2024,Golden 1 Center,Sacramento,CA,359,25
473,Weezer,"other, pop, rock",06-10-2024,Moda Center,Portland,OR,"19,980",28
474,Weezer,"other, pop, rock",04-10-2024,Climate Pledge Arena,Seattle,WA,"47,116",27
475,Weezer,"other, pop, rock",01-10-2024,Blue Arena,Loveland,CO,null,27
476,Weezer,"other, pop, rock",29-09-2024,American Airlines Center,Dallas,TX,"9,500",25
477,Weezer,"other, pop, rock",28-09-2024,Toyota Center,Kennewick,WA,"16,000",28
478,Weezer,"other, pop, rock",27-09-2024,Moody Center,Austin,TX,"2,442",28
479,Weezer,"other, pop, rock",21-09-2024,Seminole Hard Rock Hotel & Casino,Hollywood,FL,null,28
480,Weezer,"other, pop, rock",20-09-2024,Kia Center,Orlando,FL,"20,000",28
481,Weezer,"other, pop, rock",18-09-2024,Bon Secours Wellness Arena,Greenville,SC,"10,000",28
482,Weezer,"other, pop, rock",17-09-2024,Bridgestone Arena,Nashville,TN,"39,790",29
483,Weezer,"other, pop, rock",15-09-2024,The Anthem,"Washington, D.C.",DC,"6,000",29
484,Weezer,"other, pop, rock",14-09-2024,The Anthem,"Washington, D.C.",DC,"6,000",29
485,Weezer,"other, pop, rock",13-09-2024,Wells Fargo Center,Philadelphia,PA,"14,000",29
486,Weezer,"other, pop, rock",11-09-2024,Madison Square Garden,New York City,NY,"20,789",29
487,Weezer,"other, pop, rock",10-09-2024,TD Garden,Boston,MA,"19,580",29
488,Weezer,"other, pop, rock",07-09-2024,Nationwide Arena,Columbus,OH,"20,000",29
489,Weezer,"other, pop, rock",06-09-2024,Allstate Arena,Rosemont,IL,"18,500",29
490,Weezer,"other, pop, rock",04-09-2024,Xcel Energy Center,St. Paul,MN,"20,554",29
491,Weezer,"other, pop, rock",01-06-2024,Naval Base San Diego,San Diego,CA,null,18
492,Weezer,"other, pop, rock",13-05-2024,Spotify Studios,Los Angeles,CA,null,10
493,Weezer,"other, pop, rock",11-05-2024,Embarcadero Marina Park North,San Diego,CA,null,20
494,Weezer,"other, pop, rock",08-05-2024,John Mulaney Presents: Everybody's in L.A.,Los Angeles,CA,null,10
495,Weezer,"other, pop, rock",04-05-2024,Central Park,Atlanta,GA,null,19
496,Weezer,"other, pop, rock",29-04-2024,Constellation Room,Santa Ana,CA,null,21
497,Weezer,"other, pop, rock",11-04-2024,The Kelly Clarkson Show,New York,NY,null,10
498,Weezer,"other, pop, rock",15-03-2024,Lodge Room,Los Angeles,CA,null,11
499,Weezer,"other, pop, rock",09-01-2024,Zouk Nightclub,Las Vegas,NV,null,11
500,Charli xcx,pop,18-11-2024,TSX Stage - Times Square,New York,NY,null,10
501,Charli xcx,pop,16-11-2024,Saturday Night Live,New York,NY,null,10
502,Charli xcx,pop,16-11-2024,Saturday Night Live,New York,NY,null,10
503,Charli xcx,pop,02-11-2024,Los Angeles County Museum of Art,Los Angeles,CA,null,10
504,Charli xcx,pop,10-10-2024,Storm King Arts Center,New Windsor,NY,null,10
505,Charli xcx,pop,15-06-2024,Shrine Auditorium and Expo Hall,Los Angeles,CA,286,26
506,Charli xcx,pop,12-06-2024,Radius,Chicago,IL,null,27
507,Charli xcx,pop,11-06-2024,Brooklyn Paramount,Brooklyn,NY,null,26
508,Charli xcx,pop,02-05-2024,The Lot Radio,New York,NY,null,10
509,Charli xcx,pop,11-04-2024,White Claw Shore Club,Indio,CA,null,10
510,Charli xcx,pop,06-03-2024,YouTube Theater,Inglewood,CA,"6,000",10
511,Charli xcx,pop,22-02-2024,99 Scott Ave,Brooklyn,NY,null,30
512,Maggie Rogers,"other, pop",08-12-2024,John F. Kennedy Center for the Performing Arts,Washington,DC,null,10
513,Maggie Rogers,"other, pop",13-11-2024,The Temple of Dendur at The Metropolitan Museum of Art,New York,NY,null,10
514,Maggie Rogers,"other, pop",02-11-2024,Kia Forum,Inglewood,CA,"17,505",20
515,Maggie Rogers,"other, pop",01-11-2024,Chase Center,San Francisco,CA,"1,407",21
516,Maggie Rogers,"other, pop",30-10-2024,Moda Center,Portland,OR,"19,980",19
517,Maggie Rogers,"other, pop",29-10-2024,Climate Pledge Arena,Seattle,WA,"47,116",19
518,Maggie Rogers,"other, pop",28-10-2024,Burns Park,Ann Arbor,MI,null,10
519,Maggie Rogers,"other, pop",25-10-2024,Target Center,Minneapolis,MN,"20,500",21
520,Maggie Rogers,"other, pop",24-10-2024,United Center,Chicago,IL,"23,500",21
521,Maggie Rogers,"other, pop",20-10-2024,Madison Square Garden,New York City,NY,"20,789",20
522,Maggie Rogers,"other, pop",19-10-2024,Madison Square Garden,New York City,NY,"20,789",21
523,Maggie Rogers,"other, pop",17-10-2024,TD Garden,Boston,MA,"19,580",20
524,Maggie Rogers,"other, pop",15-10-2024,Wells Fargo Center,Philadelphia,PA,"14,000",19
525,Maggie Rogers,"other, pop",12-10-2024,Bridgestone Arena,Nashville,TN,"39,790",20
526,Maggie Rogers,"other, pop",09-10-2024,Moody Center,Austin,TX,"2,442",19
527,Maggie Rogers,"other, pop",09-08-2024,Today Show,New York,NY,null,10
528,Maggie Rogers,"other, pop",24-06-2024,Chase Center,San Francisco,CA,"1,407",10
529,Maggie Rogers,"other, pop",22-06-2024,FPL Solar Amphitheater at Bayfront Park,Miami,FL,null,19
530,Maggie Rogers,"other, pop",20-06-2024,Credit One Stadium,Charleston,SC,"1,800",18
531,Maggie Rogers,"other, pop",19-06-2024,Coastal Credit Union Music Park at Walnut Creek,Raleigh,NC,null,18
532,Maggie Rogers,"other, pop",16-06-2024,Merriweather Post Pavilion,Columbia,MD,"19,319",18
533,Maggie Rogers,"other, pop",14-06-2024,Great Stage Park,Manchester,TN,null,15
534,Maggie Rogers,"other, pop",13-06-2024,Brooklyn Bowl Nashville,Nashville,TN,null,19
535,Maggie Rogers,"other, pop",11-06-2024,Ameris Bank Amphitheatre,Alpharetta,GA,"12,000",17
536,Maggie Rogers,"other, pop",09-06-2024,Michigan Lottery Amphitheatre at Freedom Hill,Sterling Heights,MI,"7,200",18
